DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2017-2018 Regular Season,10/18/2017,Dwight Powell,C,Dallas,Atlanta,H,13.9,2,3,2,3,0,0,0,0,0,0,2,1,1,1,6
2017-2018 Regular Season,10/18/2017,Dorian Finney-Smith,PF,Dallas,Atlanta,H,10.9,1,3,0,2,0,0,1,2,3,0,2,0,2,0,2
2017-2018 Regular Season,10/18/2017,Wilson Chandler,SF,Denver,Utah,R,34.4,4,11,1,4,0,0,1,1,2,1,2,2,1,1,9
2017-2018 Regular Season,10/18/2017,Paul Millsap,PF,Denver,Utah,R,33.5,7,15,1,5,4,5,1,5,6,1,3,0,5,0,19
2017-2018 Regular Season,10/18/2017,Nikola Jokic,PF,Denver,Utah,R,35.6,3,10,1,4,0,0,0,12,12,7,1,0,4,0,7
2017-2018 Regular Season,10/18/2017,Gary Harris,SG,Denver,Utah,R,35.8,5,7,3,3,1,1,1,4,5,3,2,1,1,0,14
2017-2018 Regular Season,10/18/2017,Jamal Murray,SG,Denver,Utah,R,20.0,2,6,2,5,2,2,1,1,2,2,2,0,3,0,8
2017-2018 Regular Season,10/18/2017,Will Barton,SG,Denver,Utah,R,31.3,8,14,3,4,4,4,1,5,6,2,2,1,3,1,23
2017-2018 Regular Season,10/18/2017,Mason Plumlee,C,Denver,Utah,R,15.9,3,5,0,0,0,0,1,1,2,2,5,0,1,1,6
2017-2018 Regular Season,10/18/2017,Emmanuel Mudiay,PG,Denver,Utah,R,18.6,3,8,2,2,0,0,0,1,1,2,1,0,0,0,8
2017-2018 Regular Season,10/18/2017,Kenneth Faried,PF,Denver,Utah,R,6.2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2
2017-2018 Regular Season,10/18/2017,Juancho Hernangomez,PF,Denver,Utah,R,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/18/2017,Trey Lyles,PF,Denver,Utah,R,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/18/2017,Malik Beasley,SG,Denver,Utah,R,1.5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
2017-2018 Regular Season,10/18/2017,Joe Ingles,SF,Utah,Denver,H,32.6,4,6,3,5,0,0,0,5,5,6,3,2,0,0,11
2017-2018 Regular Season,10/18/2017,Derrick Favors,PF,Utah,Denver,H,28.5,7,14,0,1,0,0,0,4,4,4,4,1,1,0,14
2017-2018 Regular Season,10/18/2017,Rudy Gobert,C,Utah,Denver,H,35.0,7,9,0,0,4,4,3,7,10,1,4,0,6,1,18
2017-2018 Regular Season,10/18/2017,Donovan Mitchell,SG,Utah,Denver,H,26.1,3,11,0,2,4,4,0,1,1,4,1,0,3,1,10
2017-2018 Regular Season,10/18/2017,Ricky Rubio,PG,Utah,Denver,H,31.8,3,9,1,5,2,3,0,5,5,10,1,2,3,0,9
2017-2018 Regular Season,10/18/2017,Joe Johnson,SF,Utah,Denver,H,19.6,5,10,1,4,2,2,2,2,4,1,3,1,1,0,13
2017-2018 Regular Season,10/18/2017,Rodney Hood,SG,Utah,Denver,H,17.7,2,4,2,3,0,0,0,2,2,0,1,0,0,0,6
2017-2018 Regular Season,10/18/2017,Alec Burks,SG,Utah,Denver,H,15.4,7,10,2,2,0,0,0,1,1,0,1,1,0,0,16
2017-2018 Regular Season,10/18/2017,Ekpe Udoh,PF,Utah,Denver,H,13.0,0,1,0,0,2,2,1,1,2,0,0,0,1,3,2
2017-2018 Regular Season,10/18/2017,Thabo Sefolosha,SF,Utah,Denver,H,20.5,3,7,0,2,1,1,0,2,2,2,0,2,0,0,7
2017-2018 Regular Season,10/18/2017,Andrew Wiggins,SF,Minnesota,San Antonio,R,30.4,9,14,4,6,4,9,1,4,5,1,0,0,1,0,26
2017-2018 Regular Season,10/18/2017,Taj Gibson,PF,Minnesota,San Antonio,R,27.2,3,11,0,2,0,0,2,2,4,3,3,1,2,0,6
2017-2018 Regular Season,10/18/2017,Karl-Anthony Towns,C,Minnesota,San Antonio,R,34.5,8,15,0,1,2,2,2,11,13,1,4,2,2,1,18
2017-2018 Regular Season,10/18/2017,Jimmy Butler,SF,Minnesota,San Antonio,R,35.4,5,12,2,3,0,0,0,4,4,3,3,1,3,0,12
2017-2018 Regular Season,10/18/2017,Jeff Teague,PG,Minnesota,San Antonio,R,24.9,3,6,1,2,4,5,0,2,2,6,1,1,1,1,11
2017-2018 Regular Season,10/18/2017,Gorgui Dieng,PF,Minnesota,San Antonio,R,13.5,1,5,0,1,0,0,3,1,4,2,1,1,2,0,2
2017-2018 Regular Season,10/18/2017,Shabazz Muhammad,SF,Minnesota,San Antonio,R,14.2,1,6,0,1,0,0,1,1,2,0,2,0,0,1,2
2017-2018 Regular Season,10/18/2017,Jamal Crawford,SG,Minnesota,San Antonio,R,24.1,3,5,0,1,4,4,1,2,3,5,1,0,2,1,10
2017-2018 Regular Season,10/18/2017,Tyus Jones,PG,Minnesota,San Antonio,R,23.1,1,3,0,0,1,1,0,2,2,1,1,1,0,0,3
2017-2018 Regular Season,10/18/2017,Nemanja Bjelica,PF,Minnesota,San Antonio,R,12.8,3,8,1,2,2,2,1,2,3,1,0,0,0,0,9
2017-2018 Regular Season,10/18/2017,Kyle Anderson,SG,San Antonio,Minnesota,H,29.7,5,9,1,1,1,2,0,9,9,1,1,0,0,1,12
2017-2018 Regular Season,10/18/2017,LaMarcus Aldridge,PF,San Antonio,Minnesota,H,38.8,9,21,1,2,6,7,5,5,10,4,2,0,3,2,25
2017-2018 Regular Season,10/18/2017,Pau Gasol,C,San Antonio,Minnesota,H,28.8,3,8,1,3,0,0,2,5,7,4,1,0,1,3,7
2017-2018 Regular Season,10/18/2017,Danny Green,SG,San Antonio,Minnesota,H,32.7,7,16,3,7,0,0,0,4,4,2,2,2,2,2,17
2017-2018 Regular Season,10/18/2017,Dejounte Murray,PG,San Antonio,Minnesota,H,25.4,7,8,0,0,2,2,2,3,5,2,4,2,2,1,16
2017-2018 Regular Season,10/18/2017,Patty Mills,PG,San Antonio,Minnesota,H,22.4,1,4,1,2,0,0,0,2,2,2,3,2,1,1,3
2017-2018 Regular Season,10/18/2017,Manu Ginobili,SG,San Antonio,Minnesota,H,20.8,2,7,1,4,4,4,0,3,3,4,2,1,1,1,9
2017-2018 Regular Season,10/18/2017,Rudy Gay,SF,San Antonio,Minnesota,H,23.7,5,9,0,1,4,4,1,4,5,2,3,1,0,0,14
2017-2018 Regular Season,10/18/2017,Joffrey Lauvergne,C,San Antonio,Minnesota,H,12.9,2,6,0,0,0,0,2,1,3,1,0,0,1,0,4
2017-2018 Regular Season,10/18/2017,Davis Bertans,PF,San Antonio,Minnesota,H,4.3,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0
2017-2018 Regular Season,10/18/2017,Derrick White,PG,San Antonio,Minnesota,H,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/18/2017,Brandon Paul,SG,San Antonio,Minnesota,H,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/18/2017,Bryn Forbes,SG,San Antonio,Minnesota,H,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/18/2017,Maurice Harkless,SF,Portland,Phoenix,R,25.6,3,9,0,1,2,2,3,2,5,2,3,0,2,1,8
2017-2018 Regular Season,10/18/2017,Al-Farouq Aminu,SF,Portland,Phoenix,R,27.7,2,4,1,2,0,0,3,9,12,2,1,0,1,1,5
2017-2018 Regular Season,10/18/2017,Jusuf Nurkic,C,Portland,Phoenix,R,23.0,2,7,0,1,7,10,0,11,11,1,3,1,5,0,11
2017-2018 Regular Season,10/18/2017,Evan Turner,SG,Portland,Phoenix,R,25.3,4,8,1,1,3,4,1,3,4,3,2,1,2,1,12
2017-2018 Regular Season,10/18/2017,Damian Lillard,PG,Portland,Phoenix,R,29.7,10,20,4,6,3,3,3,2,5,5,1,1,0,3,27
2017-2018 Regular Season,10/18/2017,Pat Connaughton,SG,Portland,Phoenix,R,32.1,9,14,4,7,2,2,0,2,2,2,2,0,1,0,24
2017-2018 Regular Season,10/18/2017,Shabazz Napier,PG,Portland,Phoenix,R,22.7,4,6,2,2,0,0,0,3,3,3,2,2,1,0,10
2017-2018 Regular Season,10/18/2017,Caleb Swanigan,PF,Portland,Phoenix,R,17.5,3,7,1,1,1,1,1,3,4,3,2,1,2,0,8
2017-2018 Regular Season,10/18/2017,Ed Davis,PF,Portland,Phoenix,R,13.9,4,7,0,0,2,2,3,4,7,0,1,0,1,1,10
2017-2018 Regular Season,10/18/2017,Jake Layman,SF,Portland,Phoenix,R,12.0,1,4,1,2,0,0,0,0,0,1,2,2,0,0,3
2017-2018 Regular Season,10/18/2017,Meyers Leonard,PF,Portland,Phoenix,R,10.6,2,4,0,1,2,4,1,3,4,0,1,0,1,0,6
2017-2018 Regular Season,10/18/2017,TJ Warren,SF,Phoenix,Portland,H,27.9,3,11,0,1,2,2,2,2,4,0,1,0,1,1,8
2017-2018 Regular Season,10/18/2017,Josh Jackson,SF,Phoenix,Portland,H,32.0,4,10,1,2,2,4,0,2,2,0,1,0,0,0,11
2017-2018 Regular Season,10/18/2017,Tyson Chandler,C,Phoenix,Portland,H,23.0,1,3,0,0,2,4,1,2,3,0,4,1,2,1,4
2017-2018 Regular Season,10/18/2017,Devin Booker,SG,Phoenix,Portland,H,27.1,6,17,0,3,0,0,2,3,5,2,2,2,0,1,12
2017-2018 Regular Season,10/18/2017,Eric Bledsoe,PG,Phoenix,Portland,H,29.4,5,18,1,6,4,4,2,2,4,3,2,2,5,1,15
2017-2018 Regular Season,10/18/2017,Tyler Ulis,PG,Phoenix,Portland,H,14.7,0,3,0,1,1,2,0,0,0,2,2,1,2,0,1
2017-2018 Regular Season,10/18/2017,Marquese Chriss,PF,Phoenix,Portland,H,12.1,1,5,0,1,0,0,1,0,1,0,5,0,2,1,2
2017-2018 Regular Season,10/18/2017,Dragan Bender,PF,Phoenix,Portland,H,20.8,0,5,0,3,2,2,1,6,7,0,1,1,2,1,2
2017-2018 Regular Season,10/18/2017,Troy Daniels,SG,Phoenix,Portland,H,21.3,2,4,2,4,0,0,0,1,1,0,2,1,1,0,6
2017-2018 Regular Season,10/18/2017,Alec Peters,PF,Phoenix,Portland,H,10.6,1,2,1,2,0,0,0,3,3,0,0,0,0,1,3
2017-2018 Regular Season,10/18/2017,Derrick Jones Jr.,SF,Phoenix,Portland,H,10.6,0,1,0,1,0,0,0,1,1,2,1,0,0,1,0
2017-2018 Regular Season,10/18/2017,Mike James,PG,Phoenix,Portland,H,10.6,5,10,2,3,0,0,1,1,2,1,1,1,1,0,12
2017-2018 Regular Season,10/18/2017,Trevor Ariza,SF,Houston,Sacramento,R,32.4,0,6,0,5,2,2,0,2,2,2,1,0,0,0,2
2017-2018 Regular Season,10/18/2017,Ryan Anderson,PF,Houston,Sacramento,R,25.7,2,7,2,7,4,4,1,4,5,0,1,0,0,0,10
2017-2018 Regular Season,10/18/2017,Clint Capela,C,Houston,Sacramento,R,28.3,10,12,0,0,2,2,5,12,17,1,2,3,2,1,22
2017-2018 Regular Season,10/18/2017,Eric Gordon,SG,Houston,Sacramento,R,34.8,7,23,4,13,7,8,1,3,4,3,2,0,3,0,25
2017-2018 Regular Season,10/18/2017,James Harden,PG,Houston,Sacramento,R,37.8,8,21,4,14,7,8,2,1,3,9,1,2,2,0,27
2017-2018 Regular Season,10/18/2017,Luc Mbah a Moute,PF,Houston,Sacramento,R,24.1,1,4,0,2,2,2,0,4,4,0,0,0,1,0,4
2017-2018 Regular Season,10/18/2017,PJ Tucker,SF,Houston,Sacramento,R,29.1,2,3,2,3,0,0,2,0,2,1,4,0,3,1,6
2017-2018 Regular Season,10/18/2017,Nene,C,Houston,Sacramento,R,17.6,3,5,0,0,3,3,1,3,4,1,2,1,1,0,9
2017-2018 Regular Season,10/18/2017,Demetrius Jackson,PG,Houston,Sacramento,R,10.2,0,2,0,1,0,0,0,3,3,2,1,1,2,1,0
2017-2018 Regular Season,10/18/2017,Justin Jackson,SF,Sacramento,Houston,H,19.4,2,5,1,2,0,0,1,1,2,0,1,0,0,0,5
2017-2018 Regular Season,10/18/2017,Skal Labissiere,PF,Sacramento,Houston,H,32.8,5,9,0,0,2,2,0,10,10,1,1,0,5,0,12
2017-2018 Regular Season,10/18/2017,Willie Cauley-Stein,C,Sacramento,Houston,H,31.6,10,15,0,0,1,2,4,6,10,1,1,0,1,3,21
2017-2018 Regular Season,10/18/2017,Buddy Hield,SG,Sacramento,Houston,H,32.8,8,17,3,7,0,0,1,4,5,4,5,1,2,0,19
2017-2018 Regular Season,10/18/2017,George Hill,PG,Sacramento,Houston,H,32.6,6,11,1,2,3,4,1,2,3,3,3,0,4,0,16
2017-2018 Regular Season,10/18/2017,Garrett Temple,SG,Sacramento,Houston,H,29.9,1,7,1,6,2,2,0,1,1,3,2,4,0,0,5
2017-2018 Regular Season,10/18/2017,De'Aaron Fox,PG,Sacramento,Houston,H,23.6,7,15,0,2,0,0,2,2,4,5,2,0,3,0,14
2017-2018 Regular Season,10/18/2017,Kosta Koufos,C,Sacramento,Houston,H,17.6,1,4,0,0,0,0,0,6,6,0,3,0,1,1,2
2017-2018 Regular Season,10/18/2017,Vince Carter,SG,Sacramento,Houston,H,14.2,2,3,2,3,0,0,0,1,1,2,1,0,1,0,6
2017-2018 Regular Season,10/18/2017,Malachi Richardson,SG,Sacramento,Houston,H,5.5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,10/19/2017,Paul Zipser,SF,Chicago,Toronto,R,24.1,3,6,0,1,1,2,0,5,5,3,4,1,3,0,7
2017-2018 Regular Season,10/19/2017,Lauri Markkanen,PF,Chicago,Toronto,R,33.5,5,12,2,6,5,6,2,6,8,0,2,0,3,1,17
2017-2018 Regular Season,10/19/2017,Robin Lopez,C,Chicago,Toronto,R,31.7,7,15,0,1,4,4,4,4,8,2,3,1,1,0,18
2017-2018 Regular Season,10/19/2017,Justin Holiday,SG,Chicago,Toronto,R,34.9,5,16,4,12,1,1,0,4,4,2,0,1,1,1,15
2017-2018 Regular Season,10/19/2017,Jerian Grant,PG,Chicago,Toronto,R,27.2,3,9,0,1,1,1,1,1,2,7,1,2,2,0,7
2017-2018 Regular Season,10/19/2017,Denzel Valentine,SG,Chicago,Toronto,R,25.5,4,10,4,7,0,0,0,2,2,0,4,0,1,0,12
2017-2018 Regular Season,10/19/2017,Ryan Arcidiacono,PG,Chicago,Toronto,R,5.3,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0
2017-2018 Regular Season,10/19/2017,Cristiano Felicio,C,Chicago,Toronto,R,16.3,2,2,0,0,0,0,1,1,2,0,4,0,3,0,4
2017-2018 Regular Season,10/19/2017,David Nwaba,PG,Chicago,Toronto,R,12.9,1,1,0,0,2,3,0,4,4,1,0,0,0,0,4
2017-2018 Regular Season,10/19/2017,Quincy Pondexter,SG,Chicago,Toronto,R,11.9,4,6,0,1,0,0,2,0,2,0,3,2,1,0,8
2017-2018 Regular Season,10/19/2017,Kay Felder,PG,Chicago,Toronto,R,15.5,2,9,0,1,2,2,0,2,2,6,1,0,4,0,6
2017-2018 Regular Season,10/19/2017,Antonio Blakeney,SG,Chicago,Toronto,R,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-2018 Regular Season,10/19/2017,Norman Powell,SG,Toronto,Chicago,H,24.6,5,11,3,6,2,2,0,4,4,1,2,1,2,0,15
2017-2018 Regular Season,10/19/2017,Serge Ibaka,PF,Toronto,Chicago,H,24.2,3,8,2,4,0,0,1,3,4,0,2,0,0,2,8
2017-2018 Regular Season,10/19/2017,Jonas Valanciunas,C,Toronto,Chicago,H,30.5,9,17,0,1,5,6,8,7,15,2,4,2,1,0,23
2017-2018 Regular Season,10/19/2017,DeMar DeRozan,SG,Toronto,Chicago,H,32.1,2,9,0,0,7,8,1,5,6,5,1,2,5,1,11
2017-2018 Regular Season,10/19/2017,Kyle Lowry,PG,Toronto,Chicago,H,31.3,4,7,1,3,3,3,0,4,4,9,1,1,4,0,12
2017-2018 Regular Season,10/19/2017,Jakob Poeltl,C,Toronto,Chicago,H,17.5,1,2,0,0,0,0,0,5,5,0,3,1,3,0,2
2017-2018 Regular Season,10/19/2017,CJ Miles,SF,Toronto,Chicago,H,20.0,7,12,6,9,2,2,0,5,5,0,4,0,0,0,22
2017-2018 Regular Season,10/19/2017,OG Anunoby,SF,Toronto,Chicago,H,17.2,3,6,1,3,2,2,2,1,3,2,1,0,0,0,9
2017-2018 Regular Season,10/19/2017,Delon Wright,PG,Toronto,Chicago,H,23.4,4,6,0,1,5,5,1,1,2,5,0,1,0,0,13
2017-2018 Regular Season,10/19/2017,Fred VanVleet,PG,Toronto,Chicago,H,13.0,1,5,0,2,0,0,0,1,1,2,1,1,2,1,2
2017-2018 Regular Season,10/19/2017,Pascal Siakam,PF,Toronto,Chicago,H,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-2018 Regular Season,10/19/2017,Alfonzo McKinnie,F,Toronto,Chicago,H,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/19/2017,Tim Hardaway Jr.,SG,New York,Oklahoma City,R,29.0,3,10,2,7,0,0,0,0,0,1,5,0,2,0,8
2017-2018 Regular Season,10/19/2017,Kristaps Porzingis,PF,New York,Oklahoma City,R,38.3,11,25,2,6,7,9,3,9,12,1,3,0,2,1,31
2017-2018 Regular Season,10/19/2017,Enes Kanter,C,New York,Oklahoma City,R,22.3,5,10,0,1,0,0,2,5,7,1,1,3,4,0,10
2017-2018 Regular Season,10/19/2017,Courtney Lee,SG,New York,Oklahoma City,R,31.5,4,9,1,2,0,0,0,2,2,3,0,1,2,0,9
2017-2018 Regular Season,10/19/2017,Ramon Sessions,PG,New York,Oklahoma City,R,20.6,1,3,1,2,0,0,0,2,2,1,3,1,3,1,3
2017-2018 Regular Season,10/19/2017,Lance Thomas,PF,New York,Oklahoma City,R,15.5,1,4,0,2,0,0,2,1,3,1,4,0,2,0,2
2017-2018 Regular Season,10/19/2017,Ron Baker,SG,New York,Oklahoma City,R,22.6,1,3,1,2,3,8,0,2,2,4,1,3,4,0,6
2017-2018 Regular Season,10/19/2017,Doug McDermott,SF,New York,Oklahoma City,R,23.8,2,5,0,1,0,0,1,2,3,4,0,0,1,1,4
2017-2018 Regular Season,10/19/2017,Michael Beasley,SF,New York,Oklahoma City,R,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-2018 Regular Season,10/19/2017,Kyle O'Quinn,PF,New York,Oklahoma City,R,21.8,2,5,0,1,2,2,3,7,10,2,4,0,2,0,6
2017-2018 Regular Season,10/19/2017,Frank Ntilikina,PG,New York,Oklahoma City,R,7.5,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0
2017-2018 Regular Season,10/19/2017,Willy Hernangomez,C,New York,Oklahoma City,R,3.8,1,1,0,0,1,1,0,0,0,0,0,0,2,1,3
2017-2018 Regular Season,10/19/2017,Damyean Dotson,SG,New York,Oklahoma City,R,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,10/19/2017,Paul George,SF,Oklahoma City,New York,H,39.1,9,23,6,13,4,4,0,6,6,1,1,1,1,1,28
2017-2018 Regular Season,10/19/2017,Carmelo Anthony,SF,Oklahoma City,New York,H,33.7,8,20,3,10,3,5,0,1,1,1,4,2,2,2,22
2017-2018 Regular Season,10/19/2017,Steven Adams,C,Oklahoma City,New York,H,29.6,5,5,0,0,2,3,2,3,5,1,3,5,1,3,12
2017-2018 Regular Season,10/19/2017,Andre Roberson,SF,Oklahoma City,New York,H,21.0,3,7,0,2,0,0,3,3,6,2,0,1,0,0,6
2017-2018 Regular Season,10/19/2017,Russell Westbrook,PG,Oklahoma City,New York,H,33.3,7,12,0,1,7,10,2,8,10,16,4,0,7,1,21
2017-2018 Regular Season,10/19/2017,Alex Abrines,SG,Oklahoma City,New York,H,24.2,1,5,1,5,0,0,0,3,3,0,3,1,2,0,3
2017-2018 Regular Season,10/19/2017,Jerami Grant,SF,Oklahoma City,New York,H,20.5,2,6,1,3,0,0,2,1,3,2,4,0,2,0,5
2017-2018 Regular Season,10/19/2017,Terrance Ferguson,SG,Oklahoma City,New York,H,10.7,1,5,0,2,0,0,0,0,0,0,1,0,1,0,2
2017-2018 Regular Season,10/19/2017,Raymond Felton,PG,Oklahoma City,New York,H,15.9,1,2,0,0,0,0,0,0,0,3,2,3,0,0,2
2017-2018 Regular Season,10/19/2017,Patrick Patterson,PF,Oklahoma City,New York,H,6.7,0,2,0,2,0,0,0,2,2,0,0,0,1,0,0
2017-2018 Regular Season,10/19/2017,Dakari Johnson,C,Oklahoma City,New York,H,2.8,2,3,0,0,0,0,3,1,4,0,0,1,0,0,4
2017-2018 Regular Season,10/19/2017,Josh Huestis,SF,Oklahoma City,New York,H,2.6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2017-2018 Regular Season,10/19/2017,Danilo Gallinari,SF,LA Clippers,LA Lakers,R,33.1,3,13,2,6,3,4,0,5,5,3,2,2,0,1,11
2017-2018 Regular Season,10/19/2017,Blake Griffin,PF,LA Clippers,LA Lakers,R,33.9,12,23,3,6,2,2,2,10,12,3,2,2,4,0,29
2017-2018 Regular Season,10/19/2017,DeAndre Jordan,C,LA Clippers,LA Lakers,R,31.7,5,10,0,0,4,4,9,15,24,1,3,1,1,0,14
2017-2018 Regular Season,10/19/2017,Milos Teodosic,PG,LA Clippers,LA Lakers,R,21.5,2,9,2,6,0,0,0,1,1,6,2,0,2,1,6
2017-2018 Regular Season,10/19/2017,Patrick Beverley,SG,LA Clippers,LA Lakers,R,24.1,4,12,2,5,0,0,3,0,3,1,3,2,1,1,10
2017-2018 Regular Season,10/19/2017,Austin Rivers,SG,LA Clippers,LA Lakers,R,26.4,1,11,0,3,0,0,0,0,0,2,2,2,1,0,2
2017-2018 Regular Season,10/19/2017,Lou Williams,SG,LA Clippers,LA Lakers,R,24.7,5,12,1,4,1,1,1,2,3,6,1,2,2,0,12
2017-2018 Regular Season,10/19/2017,Willie Reed,PF,LA Clippers,LA Lakers,R,13.1,3,6,0,0,2,2,1,4,5,0,2,0,1,0,8
2017-2018 Regular Season,10/19/2017,Wesley Johnson,SF,LA Clippers,LA Lakers,R,19.8,4,7,1,2,0,0,1,4,5,1,1,1,0,0,9
2017-2018 Regular Season,10/19/2017,Sam Dekker,SF,LA Clippers,LA Lakers,R,5.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,10/19/2017,Sindarius Thornwell,SG,LA Clippers,LA Lakers,R,3.4,1,1,1,1,0,0,0,0,0,0,2,0,1,0,3
2017-2018 Regular Season,10/19/2017,Montrezl Harrell,PF,LA Clippers,LA Lakers,R,3.3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,4
2017-2018 Regular Season,10/19/2017,Luol Deng,SF,LA Lakers,LA Clippers,H,13.1,1,2,0,0,0,0,0,0,0,1,0,1,1,0,2
2017-2018 Regular Season,10/19/2017,Larry Nance Jr.,PF,LA Lakers,LA Clippers,H,29.5,7,11,0,0,0,2,3,9,12,0,3,0,3,1,14
2017-2018 Regular Season,10/19/2017,Brook Lopez,C,LA Lakers,LA Clippers,H,28.7,7,19,1,5,5,5,4,2,6,2,3,1,1,1,20
2017-2018 Regular Season,10/19/2017,Brandon Ingram,SF,LA Lakers,LA Clippers,H,30.5,3,15,0,1,6,7,0,5,5,4,1,0,1,0,12
2017-2018 Regular Season,10/19/2017,Lonzo Ball,PG,LA Lakers,LA Clippers,H,29.4,1,6,1,3,0,2,0,9,9,4,1,1,2,1,3
2017-2018 Regular Season,10/19/2017,Jordan Clarkson,SG,LA Lakers,LA Clippers,H,22.5,7,16,2,3,2,3,0,2,2,2,0,2,3,0,18
2017-2018 Regular Season,10/19/2017,Andrew Bogut,C,LA Lakers,LA Clippers,H,11.1,0,0,0,0,0,0,0,2,2,1,3,1,3,2,0
2017-2018 Regular Season,10/19/2017,Kyle Kuzma,PF,LA Lakers,LA Clippers,H,18.7,4,8,0,2,0,2,2,2,4,1,2,2,0,0,8
2017-2018 Regular Season,10/19/2017,Julius Randle,PF,LA Lakers,LA Clippers,H,18.0,4,8,0,1,1,2,2,4,6,1,2,0,2,1,9
2017-2018 Regular Season,10/19/2017,Alex Caruso,SG,LA Lakers,LA Clippers,H,12.2,1,1,0,0,0,0,0,1,1,2,0,0,1,0,2
2017-2018 Regular Season,10/19/2017,Corey Brewer,SF,LA Lakers,LA Clippers,H,16.5,1,2,0,1,0,0,0,3,3,0,0,0,2,1,2
2017-2018 Regular Season,10/19/2017,Tyler Ennis,PG,LA Lakers,LA Clippers,H,9.8,1,3,0,0,0,0,1,1,2,3,0,0,0,0,2
2017-2018 Regular Season,10/20/2017,Taurean Prince,SF,Atlanta,Charlotte,R,29.1,6,13,2,4,1,1,0,6,6,2,4,1,2,0,15
2017-2018 Regular Season,10/20/2017,Ersan Ilyasova,PF,Atlanta,Charlotte,R,21.3,0,4,0,3,0,0,1,5,6,1,5,1,1,0,0
2017-2018 Regular Season,10/20/2017,Dewayne Dedmon,C,Atlanta,Charlotte,R,24.5,5,9,1,1,0,0,2,5,7,2,2,1,1,1,11
2017-2018 Regular Season,10/20/2017,Kent Bazemore,SF,Atlanta,Charlotte,R,26.1,5,9,1,2,0,0,0,1,1,2,2,3,1,0,11
2017-2018 Regular Season,10/20/2017,Dennis Schroder,PG,Atlanta,Charlotte,R,31.7,11,21,0,2,3,3,1,2,3,5,2,1,3,0,25
2017-2018 Regular Season,10/20/2017,John Collins,PF,Atlanta,Charlotte,R,15.4,2,4,0,0,1,2,0,2,2,0,6,1,2,2,5
2017-2018 Regular Season,10/20/2017,Marco Belinelli,SG,Atlanta,Charlotte,R,22.3,1,10,1,3,2,2,0,4,4,2,1,0,2,0,5
2017-2018 Regular Season,10/20/2017,Malcolm Delaney,PG,Atlanta,Charlotte,R,22.9,1,6,0,2,1,2,0,2,2,4,1,1,0,1,3
2017-2018 Regular Season,10/20/2017,Mike Muscala,C,Atlanta,Charlotte,R,18.8,3,8,1,4,2,2,2,2,4,0,3,1,0,0,9
2017-2018 Regular Season,10/20/2017,Luke Babbitt,SF,Atlanta,Charlotte,R,16.1,2,7,1,6,2,2,0,1,1,0,2,1,1,0,7
2017-2018 Regular Season,10/20/2017,Josh Magette,PG,Atlanta,Charlotte,R,6.8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-2018 Regular Season,10/20/2017,Tyler Dorsey,SG,Atlanta,Charlotte,R,2.6,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,10/20/2017,Nicolas Brussino,SF,Atlanta,Charlotte,R,2.6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,10/20/2017,Marvin Williams,PF,Charlotte,Atlanta,H,15.8,0,6,0,4,0,0,1,2,3,1,0,1,1,1,0
2017-2018 Regular Season,10/20/2017,Dwayne Bacon,SG,Charlotte,Atlanta,H,19.3,2,4,2,3,0,0,0,11,11,0,1,1,2,0,6
2017-2018 Regular Season,10/20/2017,Dwight Howard,C,Charlotte,Atlanta,H,33.0,8,12,0,0,4,8,4,11,15,0,5,0,6,1,20
2017-2018 Regular Season,10/20/2017,Jeremy Lamb,SG,Charlotte,Atlanta,H,38.3,7,17,0,5,1,1,2,3,5,2,4,0,2,1,15
